avg_cpu,avg_mem,avg_assigned_mem,avg_cycles_per_instruction
0.5227502165082495,0.307013784718726,0.5600061012666597,179.65170634179242
0.5217139243982495,0.3112781331069013,0.562303247076059,177.2055047986128
0.5174359765464018,0.3088002385997004,0.5591727278041042,175.85128940461905
0.5233795047716888,0.3097633155327807,0.5605362961012819,174.59926784467382
0.5095211428125188,0.3051487279664453,0.5564088911756156,174.14341077089347
0.5324220842839233,0.3136590149640546,0.5617822248921132,174.4717487365474
0.5285315549047173,0.3138219725997075,0.560390026011367,173.1894825813169
0.5232684720767613,0.3190592075818954,0.5604141186420275,172.87969154613222
0.5077415855119507,0.3129761430472162,0.5537829438436649,172.22752354739973
0.5058218770853787,0.3141939527853913,0.5545751133963637,173.28239187204522
0.5151784828099798,0.3164751999442057,0.5515390649952245,172.71166439193638
0.5076484160660717,0.3147275151916083,0.5438238312302016,174.73776306766578
0.5037863156965902,0.3107126910194705,0.5465419818223359,174.67955587066058
0.5057619334893749,0.3077307247530481,0.5481699258073914,175.063124530634
0.5073852183764457,0.3073282225318377,0.5461408636663184,173.09378594777394
0.514251569554899,0.3102574733919778,0.5467200642373901,172.4793530382394
0.5070827983304607,0.3099736074808896,0.5449269773518235,170.94869372260024
0.5010905264836957,0.3045853881874786,0.5397239909395432,168.88683430946287
0.5090206198278237,0.3079832682453736,0.5403676378160215,170.26623479427712
0.5115363310098209,0.3110260553862727,0.54524883203877,170.0811841918929
0.5043097646112177,0.3109213756427707,0.5447753662006835,170.00175213378395
0.5033612809582213,0.3086923494573959,0.5450861084560729,169.25573253148417
0.5126737903983001,0.3116560278471956,0.5459650866235902,169.64213287126134
0.5078112845555791,0.3056932594790237,0.5480197335765421,170.63716714654257
0.5130971064030634,0.3128339857366711,0.5492024949892674,172.45837141734495
0.5110989682837485,0.3076754573502074,0.5449451275097039,174.00193182537342
0.5080812800908371,0.3078017466766587,0.5445395538963663,173.75835504840043
0.5078226990925009,0.3090004107462854,0.5405212050540448,172.12043676041617
0.5022156207252105,0.3074570635924213,0.5457970013994605,171.45608635677954
0.5090533863026074,0.3081158662563204,0.5472569849611738,172.5889121223
0.4387525470141549,0.2897577759449116,0.5182683766100545,152.09980027837327
0.4261423779106758,0.2968907390727692,0.5419334141528254,152.09043809664655
0.4264458293367191,0.3005220002104658,0.5574103070723028,154.42373485343154
0.4403440576055039,0.3064524440458556,0.5637141813015258,157.44202933966176
0.4416423166677858,0.308838472147935,0.5670784708076462,159.17757001325847
0.4522549183826881,0.313045813516995,0.5716106553807713,160.52161212331433
0.4718860401998046,0.3184795164151958,0.5732636163920237,161.34357292003727
0.4492726059084196,0.3161644563882635,0.5694387118733388,156.68816041078512
0.4400528462870202,0.3169459723028648,0.5697555250823546,156.29438562435067
0.4403037239877386,0.3165857851092858,0.5697719290045913,155.3237166653975
0.4143063738018879,0.3126595518768288,0.5713287845052294,156.51843594418418
0.4144365227192119,0.310446509829611,0.5742131821921143,157.4864125261251
0.424384362969843,0.3095263410871441,0.577531103347292,158.52365949365347
0.438680854444891,0.3088981246637692,0.5794499310809539,158.64548731343984
0.4451356645565081,0.3096430660288942,0.5832583597083438,160.5178795565499
0.4431934832264887,0.310672016268031,0.5854677920086243,162.5119850902527
0.4529678634730527,0.3123228725143738,0.58749265571779,164.44581600365487
0.4431784804099261,0.3106974451145025,0.5849177401678128,163.82859794078877
0.445096761300666,0.3097176752260329,0.5827622680081633,163.5658163263425
0.4531408859662903,0.3116416491487707,0.5838404971277448,164.3782778139846
0.4539602194447747,0.3097844175280114,0.5833975950909213,164.73532943312787
0.4485581078177498,0.3084145094116831,0.584311519846056,165.7770797271625
0.44576222320246,0.3068140286161699,0.5848798443160886,167.58261042253827
0.4550701905267529,0.303335270287123,0.5829098766996667,169.28023460199395
0.5044612587620139,0.3096736565843232,0.5857905577953513,174.27964706020816
0.5290230760547183,0.3198701527043967,0.5849071379643335,181.94439432759123
0.5148963843792335,0.3220262470208491,0.5722058493110638,182.3331142735135
0.5058493653500536,0.32147794212853,0.5643661209243095,180.33050492746497
0.5003054373211174,0.3199737006727305,0.5589175966223412,175.58463876511135
0.4985720143161908,0.3194177717049292,0.5598416353664775,173.00912481396236
0.4981821928922154,0.320246202308711,0.5605097180043782,172.19542070715954
0.4931575024590156,0.3202366118054064,0.5608261068997643,172.62973076060698
0.4918810568906843,0.3198681890849252,0.5616230731264208,173.27280197118728
0.4989994460936917,0.3201517985506871,0.5588389885101676,173.4582601230054
0.4988436462605741,0.3212928970917642,0.559709659680064,174.00641060553463
0.5080592160405918,0.3230818603583943,0.5595726722786384,173.55388186358877
0.5074566335519958,0.3243276260551402,0.5599087840216205,173.4423475725878
0.4996397256341806,0.3248293729458622,0.559473250984164,172.7495010275947
0.4891224608972909,0.3221552237839513,0.5555314062958575,168.94962129110706
0.4887028532134913,0.3200687299788539,0.5542240962613509,167.47281664261652
0.4917237759849305,0.3194813353324757,0.5547978209750655,166.89715897352426
0.4866702940107689,0.3205237555011435,0.5571933810957587,167.5806904928185
0.4939925399191903,0.3205741915701364,0.5580123683445497,168.26655032761946
