machine_id,time_stamp,cpu_util,memory_util,megps,mkpi,in_net,out_net,disk_io
2079,205310,56.0,88,-1.11,-1.11,36.32,25.47,11
2079,205410,54.0,90,-1.11,-1.11,36.32,25.47,5
2079,205510,50.0,85,-1.11,-1.11,36.32,25.47,5
2079,205550,51.0,87,-1.11,-1.11,36.33,25.47,5
2079,205560,51.0,88,-1.11,-1.11,36.33,25.47,10
2079,205570,59.0,88,-1.11,-1.11,36.33,25.47,10
2079,205600,53.0,88,-1.11,-1.11,36.33,25.47,10
2079,205720,48.0,90,-1.11,-1.11,36.33,25.47,8
2079,205920,30.0,82,-1.11,-1.11,36.34,25.48,12
2079,206040,40.0,81,-1.11,-1.11,36.34,25.48,8
2079,206070,47.0,80,-1.11,-1.11,36.34,25.48,8
2079,206200,51.0,83,-1.11,-1.11,36.34,25.48,5
2079,206210,43.0,81,-1.11,-1.11,36.34,25.48,5
2079,206620,41.0,85,-1.11,-1.11,36.35,25.48,7
2079,206670,42.0,85,-1.11,-1.11,36.35,25.49,9
2079,206680,45.0,86,-1.11,-1.11,36.35,25.49,9
2079,206700,43.0,86,-1.11,-1.11,36.35,25.49,6
2079,206820,56.0,87,-1.11,-1.11,36.36,25.49,9
2079,206830,59.0,88,-1.11,-1.11,36.36,25.49,9
2079,206840,56.0,88,-1.11,-1.11,36.36,25.49,9
2079,207060,55.0,88,-1.11,-1.11,36.36,25.49,17
2079,207270,40.0,83,-1.11,-1.11,36.36,25.49,13
2079,207310,34.0,83,-1.11,-1.11,36.36,25.49,15
2079,207340,33.0,84,-1.11,-1.11,36.36,25.49,15
2079,207660,53.0,88,-1.11,-1.11,36.37,25.5,17
2079,207780,45.0,85,-1.11,-1.11,36.37,25.5,22
2079,207790,47.0,86,-1.11,-1.11,36.37,25.5,22
2079,207800,42.0,85,-1.11,-1.11,36.37,25.5,22
2079,207890,35.0,87,-1.11,-1.11,36.38,25.5,14
2079,207950,36.0,90,-1.11,-1.11,36.38,25.5,14
2079,207990,29.0,88,-1.11,-1.11,36.38,25.51,11
2079,208040,36.0,90,-1.11,-1.11,36.38,25.51,5
2079,208250,35.0,83,-1.11,-1.11,36.38,25.51,4
2079,208320,31.0,83,-1.11,-1.11,36.38,25.51,6
2079,208530,42.0,86,-1.11,-1.11,36.38,25.51,2
2079,208630,46.0,87,-1.11,-1.11,36.39,25.52,2
2079,208710,47.0,88,-1.11,-1.11,36.39,25.52,4
2079,208720,46.0,88,-1.11,-1.11,36.39,25.52,4
2079,208830,49.0,90,-1.11,-1.11,36.39,25.52,3
2079,208920,51.0,89,-1.11,-1.11,36.39,25.52,8
2079,208960,48.0,90,-1.11,-1.11,36.39,25.52,8
2079,209010,53.0,89,-1.11,-1.11,36.39,25.52,4
2079,209020,52.0,89,-1.11,-1.11,36.39,25.52,4
2079,209120,64.0,88,-1.11,-1.11,36.4,25.52,6
2079,209130,60.0,88,-1.11,-1.11,36.4,25.52,6
2079,209160,55.0,89,-1.11,-1.11,36.4,25.52,11
2079,209270,42.0,87,-1.11,-1.11,36.4,25.53,15
2079,209470,34.0,87,-1.11,-1.11,36.4,25.53,12
2079,209530,36.0,86,-1.11,-1.11,36.4,25.53,14
2079,209600,40.0,89,-1.11,-1.11,36.4,25.53,17
2079,209660,48.0,86,-1.11,-1.11,36.4,25.53,5
2079,210160,41.0,88,-1.11,-1.11,36.42,25.54,17
2079,210580,27.0,88,-1.11,-1.11,36.43,25.54,5
2079,210720,44.0,90,-1.11,-1.11,36.43,25.54,10
2079,210740,46.0,90,-1.11,-1.11,36.43,25.55,10
2079,210810,42.0,90,-1.11,-1.11,36.43,25.55,7
2079,210830,41.0,89,-1.11,-1.11,36.43,25.55,7
2079,210930,43.0,90,-1.11,-1.11,36.43,25.55,15
2079,210990,53.0,91,-1.11,-1.11,36.43,25.55,4
2079,211070,44.0,89,-1.11,-1.11,36.44,25.55,4
2079,211080,42.0,88,-1.11,-1.11,36.44,25.55,8
2079,211140,35.0,87,-1.11,-1.11,36.44,25.55,10
2079,211160,41.0,87,-1.11,-1.11,36.44,25.55,10
2079,211180,42.0,88,-1.11,-1.11,36.44,25.55,10
2079,211200,42.0,89,-1.11,-1.11,36.44,25.55,4
2079,211290,47.0,89,-1.11,-1.11,36.44,25.55,9
2079,211440,36.0,89,-1.11,-1.11,36.44,25.56,5
2079,211470,34.0,90,-1.11,-1.11,36.44,25.56,5
