time_stamp,machine_id,cpu_util,memory_util
217760,2097,49.0,89
217830,2097,49.0,87
217970,2097,43.0,87
218060,2097,49.0,88
218160,2097,44.0,88
218450,2097,56.0,91
218470,2097,57.0,90
218740,2097,63.0,91
218890,2097,62.0,93
218910,2097,65.0,92
218940,2097,66.0,93
219080,2097,53.0,93
219100,2097,54.0,92
219140,2097,45.0,90
219370,2097,42.0,90
219520,2097,45.0,91
219560,2097,49.0,91
219700,2097,51.0,93
219730,2097,51.0,91
219780,2097,48.0,91
219850,2097,51.0,91
219920,2097,48.0,91
219990,2097,46.0,91
220060,2097,45.0,90
220130,2097,47.0,92
220190,2097,44.0,92
220440,2097,57.0,95
220560,2097,63.0,94
220580,2097,67.0,96
220650,2097,43.0,94
220680,2097,48.0,93
220730,2097,42.0,94
220750,2097,50.0,95
220770,2097,45.0,95
220840,2097,46.0,92
220950,2097,46.0,92
221050,2097,53.0,90
221120,2097,45.0,88
221330,2097,56.0,89
221340,2097,54.0,89
221500,2097,47.0,89
221610,2097,46.0,90
221670,2097,51.0,91
221730,2097,52.0,91
221890,2097,54.0,89
221910,2097,57.0,89
222050,2097,63.0,90
222140,2097,56.0,91
222200,2097,65.0,92
222290,2097,49.0,92
222330,2097,61.0,91
222360,2097,62.0,91
222570,2097,48.0,91
222650,2097,50.0,91
222660,2097,52.0,91
222750,2097,45.0,91
222920,2097,46.0,91
222970,2097,48.0,92
223050,2097,45.0,91
223160,2097,44.0,90
223200,2097,55.0,90
223450,2097,47.0,91
223490,2097,47.0,90
223530,2097,51.0,91
223560,2097,47.0,91
223720,2097,56.0,92
223770,2097,53.0,90
223790,2097,56.0,91
223810,2097,60.0,91
223870,2097,55.0,92
223960,2097,60.0,92
223980,2097,59.0,93
224300,2097,71.0,95
224500,2097,67.0,94
224520,2097,63.0,93
224600,2097,68.0,92
224690,2097,65.0,92
224790,2097,64.0,96
224870,2097,60.0,78
224970,2097,54.0,81
225010,2097,57.0,80
225060,2097,54.0,81
225100,2097,51.0,81
225180,2097,50.0,80
225220,2097,50.0,81
225280,2097,54.0,80
225400,2097,48.0,79
226070,2097,39.0,78
226170,2097,43.0,78
226260,2097,49.0,79
226430,2097,40.0,78
226460,2097,59.0,78
226500,2097,53.0,79
226600,2097,49.0,79
226710,2097,60.0,79
226760,2097,63.0,81
226860,2097,45.0,81
227000,2097,60.0,83
227010,2097,59.0,83
227050,2097,62.0,84
227100,2097,63.0,86
227140,2097,66.0,87
227170,2097,65.0,86
227220,2097,61.0,87
227290,2097,62.0,86
227340,2097,60.0,86
227360,2097,67.0,87
227380,2097,68.0,88
227420,2097,69.0,87
227440,2097,59.0,87
227530,2097,66.0,87
227690,2097,66.0,85
227780,2097,57.0,82
227910,2097,46.0,80
227920,2097,58.0,81
228190,2097,66.0,83
228380,2097,59.0,83
228400,2097,64.0,83
228430,2097,44.0,82
228480,2097,55.0,82
228560,2097,47.0,82
228640,2097,43.0,82
229050,2097,43.0,82
229060,2097,42.0,82
229100,2097,63.0,82
229120,2097,43.0,81
229190,2097,47.0,82
229200,2097,50.0,82
229320,2097,44.0,82
229470,2097,46.0,81
229640,2097,46.0,81
229660,2097,45.0,82
229720,2097,55.0,83
229790,2097,71.0,84
229800,2097,61.0,82
229860,2097,60.0,83
229950,2097,61.0,81
229980,2097,45.0,81
230170,2097,51.0,81
230320,2097,33.0,80
230360,2097,36.0,80
230540,2097,49.0,81
230550,2097,43.0,80
230700,2097,43.0,81
230980,2097,64.0,81
231000,2097,64.0,81
231040,2097,59.0,81
231080,2097,42.0,81
231140,2097,62.0,81
231170,2097,43.0,81
231370,2097,44.0,82
231450,2097,45.0,81
231580,2097,42.0,81
231670,2097,58.0,81
231760,2097,40.0,81
231960,2097,62.0,83
232000,2097,39.0,82
232010,2097,38.0,82
232020,2097,37.0,82
